RV_number	Gene_name	Iron_up	Iron_down	Enhanced_upregulation_at_Fe-	Enhanced_downregulation_at_Fe-
Rv1522c	mmpL12	0	0	0	0
Rv1523	.	0	0	0	0
Rv1524	.	0	0	0	0
Rv1525	wbbL2	0	0	0	0
Rv1526c	.	0	0	0	0
Rv1527c	pks5	0	0	0	0
Rv1528c	papA4	0	0	0	0
Rv1529	fadD24	0	0	0	0
Rv1530	adh	0	0	0	0
Rv1531	.	0	0	0	0
Rv1532c	.	0	0	0	0
Rv1533	.	0	0	0	0
Rv1534	.	0	0	0	0
Rv1535	.	0	0	0	0
Rv1536	ileS	0	0	0	0
Rv1537	dinX	0	0	0	0
Rv1538c	ansA	0	0	0	0
Rv1539	lspA	0	1	0	0
Rv1540	.	0	0	0	0
Rv1541c	lprI	0	0	0	0
Rv1542c	glbN	0	0	0	0
Rv1543	.	0	1	0	1
Rv1544	.	0	1	0	1
Rv1545	.	0	0	0	0
Rv1546	.	0	0	0	0
Rv1547	dnaE1	0	0	0	0
Rv1548c	PPE21	0	0	0	0
Rv1550	fadD11	0	0	0	0
Rv1551	plsB1	0	0	0	0
Rv1552	frdA	0	0	0	0
Rv1553	frdB	0	0	0	0
Rv1554	frdC	0	0	0	0
Rv1555	frdD	0	0	0	0
Rv1556	.	0	0	0	0
Rv1557	mmpL6	1	0	1	0
Rv1558	.	0	0	0	0
Rv1559	ilvA	0	0	0	0
Rv1560	vapB11	0	0	0	0
Rv1561	vapC11	0	0	0	0
Rv1562c	treZ	0	0	0	0
Rv1563c	treY	0	0	0	0
Rv1564c	treX	0	0	0	0
Rv1565c	.	0	0	0	0
Rv1566c	.	0	0	0	0
Rv1567c	.	0	0	0	0
Rv1568	bioA	0	0	0	0
Rv1569	bioF1	0	0	0	0
Rv1570	bioD	0	0	0	0
Rv1571	.	0	0	0	0
Rv1573	.	0	0	0	0
Rv1574	.	0	0	0	0
Rv1575	.	0	0	0	0
Rv1576c	.	0	0	0	0
Rv1577c	.	0	1	0	0
Rv1578c	.	0	0	0	0
Rv1579c	.	0	0	0	0
Rv1580c	.	0	0	0	0
Rv1581c	.	0	0	0	0
Rv1582c	.	0	0	0	0
Rv1583c	.	0	0	0	0
Rv1584c	.	0	0	0	0
Rv1585c	.	0	0	0	0
Rv1586c	.	0	0	0	0
Rv1588c	.	0	0	0	0
Rv1589	bioB	0	0	0	0
Rv1590	.	0	0	0	0
Rv1591	.	0	0	0	0
Rv1592c	.	1	0	0	0
Rv1593c	.	1	0	1	0
Rv1594	nadA	0	0	0	0
Rv1595	nadB	0	0	0	0
Rv1596	nadC	0	0	0	0
Rv1597	.	0	0	0	0
Rv1598c	.	0	0	0	0
Rv1599	hisD	0	1	0	0
Rv1600	hisC1	0	1	0	0
Rv1601	hisB	0	0	0	0
Rv1602	hisH	0	0	0	0
Rv1603	hisA	0	0	0	0
Rv1604	impA	0	1	0	0
Rv1605	hisF	0	0	0	0
Rv1606	hisI	0	0	0	0
Rv1607	chaA	0	0	0	0
Rv1608c	bcpB	0	0	0	0
Rv1609	trpE	0	0	0	0
Rv1610	.	0	0	0	0
Rv1611	trpC	0	1	0	1
Rv1612	trpB	0	1	0	1
Rv1613	trpA	0	1	0	1
Rv1614	lgt	0	1	0	1
Rv1615	.	0	0	0	0
Rv1616	.	0	0	0	0
Rv1617	pykA	0	1	0	0
Rv1618	tesB1	0	0	0	0
Rv1619	.	0	0	0	0
Rv1620c	cydC	1	0	0	0
Rv1621c	cydD	0	0	0	0
Rv1622c	cydB	0	0	0	0
Rv1623c	cydA	0	0	0	0
Rv1624c	.	0	0	0	0
Rv1625c	cya	0	0	0	0
Rv1626	.	0	0	0	0
Rv1627c	.	0	0	0	0
Rv1628c	.	0	0	0	0
Rv1629	polA	0	0	0	0
Rv1630	rpsA	0	0	0	0
Rv1631	coaE	0	0	0	0
Rv1632c	.	0	0	0	0
Rv1633	uvrB	0	0	0	0
Rv1634	.	0	0	0	0
Rv1635c	.	0	0	0	0
Rv1636	TB15.3	0	0	0	0
Rv1637c	.	0	0	0	0
Rv1638	uvrA	0	0	0	0
Rv1638A	.	0	0	0	0
Rv1639c	.	0	0	0	0
Rv1640c	lysX	0	0	0	0
Rv1641	infC	0	0	0	0
Rv1642	rpmI	0	0	0	0
Rv1643	rplT	0	0	0	0
Rv1644	tsnR	0	0	0	0
Rv1645c	.	1	0	1	0
Rv1646	PE17	0	0	0	0
Rv1647	.	1	0	0	0
Rv1648	.	0	0	0	0
Rv1649	pheS	0	0	0	0
Rv1650	pheT	0	0	0	0
Rv1651c	PE_PGRS30	0	0	0	0
Rv1652	argC	0	0	0	0
Rv1653	argJ	0	0	0	0
Rv1654	argB	0	0	0	0
Rv1655	argD	0	1	0	0
Rv1656	argF	0	1	0	0
Rv1657	argR	0	0	0	0
Rv1658	argG	0	0	0	0
Rv1659	argH	0	0	0	0
Rv1660	pks10	0	0	0	0
Rv1661	pks7	0	0	0	0
Rv1662	pks8	0	0	0	0
Rv1663	pks17	0	0	0	0
Rv1664	pks9	0	1	0	1
Rv1665	pks11	0	0	0	0
Rv1666c	cyp139	0	0	0	0
Rv1670	.	0	0	0	0
Rv1671	.	0	0	0	0
Rv1672c	.	0	0	0	0
Rv1673c	.	0	0	0	0
Rv1674c	.	0	0	0	0
Rv1675c	cmr	0	0	0	0
Rv1676	.	0	0	0	0
Rv1677	dsbF	0	1	0	0
Rv1678	.	0	0	0	0
Rv1679	fadE16	0	0	0	0
Rv1680	.	0	0	0	0
Rv1681	moeX	0	0	0	0
Rv1682	.	0	0	0	0
Rv1683	.	0	1	0	0
Rv1684	.	0	1	0	0
Rv1685c	.	0	0	0	0
Rv1686c	.	0	0	0	0
Rv1687c	.	0	0	0	0
Rv1688	mpg	0	0	0	0
Rv1689	tyrS	0	0	0	0
Rv1690	lprJ	0	0	0	0
Rv1691	.	0	0	0	0
Rv1692	.	0	0	0	0
Rv1693	.	0	0	0	0
Rv1694	tlyA	0	0	0	0
Rv1695	ppnK	0	1	0	1
Rv1696	recN	0	0	0	0
Rv1697	.	0	0	0	0
Rv1698	mctB	0	0	0	0
Rv1699	pyrG	0	1	0	0
Rv1700	.	0	1	0	1
Rv1701	.	0	1	0	1
Rv1702c	.	0	0	0	0
Rv1703c	.	0	0	0	0
Rv1704c	cycA	0	0	0	0
Rv1705c	PPE22	1	0	0	0
Rv1706c	PPE23	1	0	1	0
Rv1707	.	0	0	0	0
Rv1708	.	0	0	0	0
Rv1709	scpA	0	0	0	0
Rv1710	scpB	0	0	0	0
Rv1711	.	0	0	0	0
Rv1712	cmk	0	0	0	0
Rv1713	engA	0	0	0	0
Rv1714	.	0	0	0	0
Rv1715	fadB3	0	0	0	0
Rv1716	.	0	0	0	0
Rv1717	.	0	0	0	1
Rv1718	.	0	0	0	0
Rv1719	.	0	0	0	0
Rv1720c	vapC12	0	0	0	0
Rv1721c	vapB12	0	0	0	0
Rv1722	.	0	0	0	0
Rv1723	.	0	0	0	0
Rv1724c	.	1	0	1	0
Rv1725c	.	1	0	0	0
Rv1727	.	0	0	0	0
Rv1728c	.	0	0	0	0
Rv1729c	.	0	0	0	0
Rv1730c	.	0	0	0	0
Rv1731	gabD2	0	1	0	1
Rv1732c	.	0	0	0	0
Rv1733c	.	0	0	0	0
Rv1734c	.	0	0	0	0
Rv1735a	.	0	0	0	0
Rv1735c	.	0	0	0	0
Rv1736c	narX	0	0	0	0
Rv1737c	narK2	0	0	0	0
Rv1738	.	0	0	0	0
Rv1739c	.	0	0	0	0
Rv1740	vapB34	0	0	0	0
Rv1741	vapC34	0	0	0	0
Rv1742	.	0	0	0	0
Rv1743	pknE	0	0	0	0
Rv1744c	.	0	0	0	0
Rv1745c	idi	0	0	0	0
Rv1746	pknF	0	0	0	0
Rv1747	.	0	0	0	0
Rv1748	.	0	0	0	0
Rv1749c	.	0	0	0	0
Rv1750c	fadD1	0	0	0	0
Rv1751	.	0	1	0	1
Rv1752	.	0	0	0	0
Rv1753c	PPE24	0	0	0	0
Rv1754c	.	0	0	0	0
Rv1759c	wag22	0	0	0	0
Rv1760	.	1	0	1	0
Rv1761c	.	0	0	0	0
Rv1762c	.	0	0	0	0
Rv1765c	.	1	0	0	0
Rv1766	.	1	0	0	0
Rv1767	.	1	0	0	0
Rv1768	PE_PGRS31	0	0	0	0
Rv1769	.	0	0	0	0
Rv1770	.	0	1	0	1
Rv1771	.	0	0	0	0
Rv1772	.	1	0	0	0
Rv1773c	.	0	0	0	0
Rv1774	.	0	0	0	0
Rv1775	.	0	0	0	0
Rv1776c	.	0	0	0	0
Rv1777	cyp144	0	0	0	0
Rv1778c	.	0	0	0	0
Rv1779c	.	0	0	0	0
Rv1780	.	0	0	0	0
Rv1781c	malQ	0	0	0	0
Rv1782	eccB5	0	0	0	0
Rv1783	eccC5	0	0	0	0
Rv1785c	cyp143	0	0	0	0
Rv1786	.	0	0	0	0
Rv1787	PPE25	0	0	0	0
Rv1788	PE18	0	0	0	0
Rv1789	PPE26	0	0	0	0
Rv1790	PPE27	0	0	0	0
Rv1791	PE19	0	0	0	0
Rv1793	esxN	0	0	0	0
Rv1794	.	0	0	0	0
Rv1795	eccD5	0	0	0	0
Rv1796	mycP5	0	0	0	0
Rv1797	eccE5	0	0	0	0
Rv1798	eccA5	0	0	0	0
Rv1799	lppT	0	0	0	0
Rv1800	PPE28	0	0	0	0
Rv1801	PPE29	0	0	0	0
Rv1802	PPE30	0	0	0	0
Rv1803c	PE_PGRS32	0	0	0	0
Rv1804c	.	0	0	0	0
Rv1806	PE20	0	0	0	0
Rv1808	PPE32	0	0	0	0
Rv1809	PPE33	0	0	0	0
Rv1810	.	0	0	0	0
Rv1811	mgtC	0	0	0	0
Rv1812c	.	1	0	1	0
Rv1813c	.	1	0	1	0
Rv1814	erg3	1	0	0	0
Rv1815	.	0	0	0	0
Rv1816	.	0	0	0	0
Rv1817	.	0	0	0	0
Rv1818c	PE_PGRS33	0	0	0	0
Rv1819c	bacA	0	0	0	0
Rv1820	ilvG	0	0	0	0
Rv1821	secA2	0	0	0	0
Rv1822	pgsA2	0	0	0	0
Rv1823	.	0	0	0	0
Rv1824	.	0	0	0	0
Rv1825	.	0	0	0	0
Rv1826	gcvH	0	0	0	0
Rv1827	garA	0	0	0	0
Rv1828	.	0	0	0	0
Rv1829	.	0	0	0	0
Rv1830	.	0	0	0	0
Rv1831	.	1	0	1	0
Rv1832	gcvB	0	0	0	0
Rv1833c	.	1	0	1	0
Rv1834	lipZ	0	0	0	0
Rv1835c	.	0	0	0	0
Rv1836c	.	0	1	0	1
Rv1837c	glcB	0	1	0	1
Rv1838c	vapC13	0	0	0	0
Rv1839c	vapB13	0	0	0	0
Rv1840c	PE_PGRS34	0	0	0	0
Rv1841c	.	0	0	0	0
Rv1842c	.	0	0	0	0
Rv1843c	guaB1	1	0	1	0
Rv1844c	gnd1	0	0	0	0
Rv1845c	blaR	0	0	0	0
Rv1846c	blaI	1	0	1	0
Rv1847	.	1	0	1	0
Rv1848	ureA	1	0	0	0
Rv1849	ureB	1	0	0	0
Rv1850	ureC	1	0	0	0
Rv1851	ureF	1	0	0	0
Rv1852	ureG	1	0	0	0
Rv1853	ureD	1	0	0	0
Rv1854c	ndh	0	0	0	0
Rv1855c	.	1	0	1	0
Rv1856c	.	0	0	0	0
Rv1857	modA	0	0	0	0
Rv1858	modB	0	0	0	0
Rv1859	modC	0	0	0	0
Rv1860	apa	0	0	0	0
Rv1861	.	0	0	0	0
Rv1862	adhA	0	0	0	0
Rv1863c	.	0	0	0	0
Rv1864c	.	0	0	0	0
Rv1865c	.	0	0	0	0
Rv1866	.	0	0	0	0
Rv1867	.	0	0	0	0
Rv1868	.	0	0	0	0
Rv1869c	.	0	0	0	0
Rv1870c	.	0	0	0	0
Rv1871c	.	0	0	0	0
Rv1872c	lldD2	0	0	0	0
Rv1873	.	0	0	0	0
Rv1874	.	0	0	0	0
Rv1875	.	0	0	0	0
Rv1876	bfrA	1	0	1	0
Rv1877	.	1	0	1	0
Rv1878	glnA3	1	0	0	0
Rv1879	.	0	0	0	0
Rv1880c	cyp140	0	0	0	0
Rv1881c	lppE	0	0	0	0
Rv1882c	.	0	0	0	0
Rv1883c	.	0	0	0	0
Rv1884c	rpfC	0	1	0	1
Rv1885c	.	0	0	0	0
Rv1886c	fbpB	0	1	0	1
Rv1887	.	0	0	0	0
Rv1890c	.	0	0	0	0
Rv1891	.	0	0	0	0
Rv1892	.	0	1	0	0
Rv1893	.	0	0	0	0
Rv1894c	.	0	0	0	0
Rv1895	.	0	0	0	0
Rv1896c	.	0	0	0	0
Rv1897c	.	0	1	0	0
Rv1898	.	0	0	0	0
Rv1899c	lppD	0	0	0	0
Rv1900c	lipJ	0	0	0	0
Rv1901	cinA	0	1	0	0
Rv1902c	nanT	0	0	0	0
Rv1903	.	0	0	0	0
Rv1904	.	0	0	0	0
Rv1905c	aao	0	0	0	0
Rv1906c	.	0	0	0	0
Rv1907c	.	0	0	0	0
Rv1908c	katG	0	1	0	0
Rv1909c	furA	0	0	0	0
Rv1910c	.	0	1	0	0
Rv1911c	lppC	0	1	0	0
Rv1912c	fadB5	0	1	0	0
Rv1913	.	0	0	0	0
Rv1914c	.	0	0	0	0
Rv1915	aceAa	0	1	0	0
Rv1916	aceAb	0	1	0	0
Rv1917c	PPE34	0	0	0	0
Rv1918c	PPE35	0	0	0	0
Rv1919c	.	0	1	0	1
Rv1920	.	0	0	0	0
Rv1921c	lppF	0	0	0	0
Rv1922	.	0	0	0	0
Rv1923	lipD	0	0	0	0
Rv1924c	.	0	0	0	0
Rv1925	fadD31	0	0	0	0
Rv1926c	mpt63	0	1	0	0
Rv1927	.	0	0	0	0
Rv1928c	.	0	1	0	0
Rv1929c	.	0	1	0	0
Rv1930c	.	0	0	0	0
Rv1931c	.	0	0	0	0
Rv1932	tpx	0	1	0	1
Rv1934c	fadE17	0	0	0	0
Rv1935c	echA13	0	0	0	0
Rv1936	.	0	0	0	0
Rv1937	.	0	0	0	0
Rv1938	ephB	0	0	0	0
Rv1939	.	0	0	0	0
Rv1940	ribA1	0	0	0	0
Rv1941	.	0	0	0	0
Rv1942c	mazF5	0	0	0	0
Rv1943c	mazE5	0	0	0	0
Rv1944c	.	0	0	0	0
Rv1945	.	1	0	1	0
Rv1946c	lppG	0	0	0	0
Rv1947	.	0	0	0	0
Rv1948c	.	0	0	0	0
Rv1950c	.	1	0	1	0
Rv1951c	.	0	0	0	0
Rv1952	vapB14	0	0	0	0
Rv1953	vapC14	0	0	0	0
Rv1954c	.	0	0	0	0
Rv1955	higB	1	0	1	0
Rv1956	higA	1	0	1	0
Rv1957	.	1	0	0	0
Rv1958c	.	0	0	0	0
Rv1959c	parE1	0	0	0	0
Rv1960c	parD1	0	0	0	0
Rv1961	.	0	0	0	0
Rv1962c	vapC35	0	0	0	0
Rv1962A	vapB35	0	0	0	0
Rv1963c	mce3R	0	0	0	0
Rv1964	yrbE3A	0	0	0	0
Rv1965	yrbE3B	0	0	0	0
Rv1966	mce3A	0	0	0	0
Rv1967	mce3B	0	0	0	0
Rv1968	mce3C	0	0	0	0
Rv1970	lprM	0	0	0	0
Rv1971	mce3F	0	0	0	0
Rv1972	.	0	0	0	0
Rv1973	.	0	0	0	0
Rv1974	.	0	0	0	0
Rv1975	.	0	0	0	0
Rv1976c	.	0	0	0	0
Rv1977	.	0	0	0	0
Rv1978	.	0	0	0	0
Rv1979c	.	0	0	0	0
Rv1980c	mpt64	0	1	0	0
Rv1981c	nrdF1	0	0	0	0
Rv1982c	vapC36	0	0	0	0
Rv1982A	vapB36	0	0	0	0
Rv1983	PE_PGRS35	0	0	0	0
RV1984a	.	0	0	0	0
Rv1984c	cfp21	0	0	0	0
Rv1985c	.	0	0	0	0
Rv1986	.	1	0	1	0
Rv1987	.	0	0	0	0
Rv1988	erm(37)	0	0	0	0
Rv1989c	.	1	0	0	0
Rv1990c	.	0	0	0	0
Rv1991A	mazE6	1	0	1	0
Rv1991c	mazF6	1	0	1	0
Rv1992c	ctpG	1	0	1	0
Rv1993c	.	1	0	1	0
Rv1994c	cmtR	1	0	1	0
Rv1995	.	1	0	1	0
Rv1996	.	0	1	0	0
Rv1997	ctpF	0	1	0	0
Rv1998c	.	0	0	0	0
Rv1999c	.	0	0	0	0
Rv2000	.	0	0	0	0
Rv2001	.	0	0	0	0
Rv2002	fabG3	0	0	0	0
Rv2003c	.	0	0	0	0
Rv2004c	.	0	0	0	0
Rv2005c	.	0	0	0	0
Rv2006	otsB1	0	0	0	0
Rv2007c	fdxA	0	0	0	0
Rv2008c	.	0	0	0	0
Rv2009	vapB15	0	0	0	0
Rv2010	vapC15	1	0	0	0
Rv2011c	.	0	0	0	0
Rv2012	.	0	0	0	0
Rv2015c	.	1	0	0	0
Rv2016	.	0	0	0	0
Rv2017	.	0	0	0	0
Rv2018	.	0	0	0	0
Rv2019	.	0	0	0	0
Rv2021c	.	0	0	0	0
Rv2022c	.	0	0	0	0
Rv2023c	.	0	0	0	0
Rv2024c	.	1	0	0	0
Rv2025c	.	1	0	1	0
Rv2026c	.	0	0	0	0
Rv2027c	dosT	0	0	0	0
Rv2028c	.	0	0	0	0
Rv2029c	pfkB	0	0	0	0
Rv2030c	.	0	0	0	0
Rv2031c	hspX	0	0	0	0
Rv2032	acg	0	0	0	0
Rv2033c	.	0	0	0	0
Rv2034	.	0	0	0	0
Rv2035	.	0	0	0	0
Rv2036	.	0	0	0	0
Rv2037c	.	0	0	0	0
Rv2038c	.	0	0	0	0
Rv2039c	.	0	0	0	0
Rv2040c	.	0	0	0	0
Rv2041c	.	0	0	0	0
Rv2042c	.	0	0	0	0
Rv2043c	pncA	0	0	0	0
Rv2044c	.	0	0	0	0
Rv2045c	lipT	0	0	0	0
Rv2046	lppI	0	0	0	0
Rv2047c	.	0	0	0	0
Rv2048c	pks12	0	0	0	0
Rv2049c	.	0	0	0	0
Rv2050	.	1	0	0	0
Rv2051c	ppm1	0	0	0	0
Rv2052c	.	1	0	0	0
Rv2053c	fxsA	1	0	1	0
Rv2054	.	0	0	0	0
Rv2055c	rpsR2	0	0	0	0
Rv2058c	rpmB2	0	0	0	0
Rv2059	.	0	0	0	0
Rv2061c	.	0	0	0	0
Rv2062c	cobN	0	0	0	0
Rv2063	mazE7	0	0	0	0
Rv2063A	mazF7	0	0	0	0
Rv2064	cobG	0	0	0	0
Rv2065	cobH	0	0	0	0
Rv2066	cobIJ	0	0	0	0
Rv2067c	.	0	0	0	0
Rv2068c	blaC	0	0	0	0
Rv2069	sigC	0	0	0	0
Rv2070c	cobK	0	0	0	0
Rv2071c	cobM	0	0	0	0
Rv2072c	cobL	0	0	0	0
Rv2073c	.	0	0	0	0
Rv2074	.	0	0	0	0
Rv2075c	.	0	0	0	0
Rv2076c	.	0	0	0	0
Rv2077A	.	0	0	0	0
Rv2077c	.	0	0	0	0
Rv2078	.	0	0	0	0
Rv2079	.	0	0	0	0
Rv2080	lppJ	0	0	0	0
Rv2081c	.	1	0	0	0
Rv2082	.	0	0	0	0
Rv2083	.	0	0	0	0
Rv2084	.	0	0	0	0
Rv2085	.	0	0	0	0
Rv2086	.	0	0	0	0
Rv2088	pknJ	0	0	0	0
Rv2089c	pepE	0	0	0	0
Rv2090	.	0	0	0	0
Rv2091c	.	0	0	0	0
Rv2092c	helY	0	0	0	0
Rv2093c	tatC	0	0	0	0
Rv2094c	tatA	0	0	0	0
Rv2095c	pafC	0	0	0	0
Rv2096c	pafB	0	0	0	0
Rv2097c	pafA	0	0	0	0
Rv2100	.	1	0	0	0
Rv2101	helZ	0	0	0	0
Rv2102	.	0	1	0	1
Rv2103c	vapC37	0	0	0	0
Rv2104a	.	0	0	0	0
Rv2104c	vapB37	0	0	0	0
Rv2107	PE22	1	0	1	0
Rv2108	PPE36	1	0	0	0
Rv2109c	prcA	0	0	0	0
Rv2110c	prcB	0	0	0	0
Rv2111c	pup	0	0	0	0
Rv2112c	dop	0	0	0	0
Rv2113	.	0	0	0	0
Rv2114	.	0	0	0	0
Rv2115c	mpa	1	0	0	0
Rv2116	lppK	0	0	0	0
Rv2117	.	0	0	0	0
Rv2118c	.	0	0	0	0
Rv2119	.	0	0	0	0
Rv2120c	.	0	0	0	0
Rv2121c	hisG	1	0	0	0
Rv2122c	hisE	1	0	1	0
Rv2123	PPE37	1	0	1	0
Rv2124c	metH	0	0	0	0
Rv2125	.	0	0	0	0
Rv2126c	PE_PGRS37	0	0	0	0
Rv2127	ansP1	0	1	0	1
Rv2128	.	0	1	0	1
Rv2129c	.	0	0	0	0
Rv2130c	mshC	0	0	0	0
Rv2131c	cysQ	0	0	0	0
Rv2132	.	0	0	0	0
Rv2133c	.	1	0	1	0
Rv2134c	.	1	0	1	0
Rv2135c	.	0	0	0	0
Rv2136c	.	1	0	0	0
Rv2137c	.	0	0	0	0
Rv2138	lppL	0	0	0	0
Rv2139	pyrD	0	0	0	0
Rv2140c	TB18.6	0	0	0	0
Rv2141c	.	0	0	0	0
Rv2142A	parD2	0	0	0	0
Rv2142c	parE2	0	0	0	0
Rv2143	.	0	0	0	0
Rv2144c	.	1	0	1	0
Rv2145c	wag31	0	0	0	0
Rv2146c	.	0	0	0	0
Rv2147c	.	0	1	0	1
Rv2148c	.	0	0	0	0
Rv2149c	yfiH	0	0	0	0
Rv2150c	ftsZ	0	1	0	1
Rv2151c	ftsQ	0	0	0	0
Rv2152c	murC	0	0	0	0
Rv2153c	murG	0	0	0	0
Rv2154c	ftsW	0	0	0	0
Rv2155c	murD	0	0	0	0
Rv2156c	murX	0	0	0	0
Rv2157c	murF	0	0	0	0
Rv2158c	murE	0	0	0	0
Rv2159c	.	0	0	0	0
Rv2161c	.	0	0	0	0
Rv2162c	PE_PGRS38	0	0	0	0
Rv2163c	pbpB	0	0	0	0
Rv2164c	.	0	1	0	0
Rv2165c	.	0	0	0	0
Rv2166c	.	0	0	0	0
Rv2169c	.	0	0	0	0
Rv2170	.	0	0	0	0
Rv2171	lppM	0	0	0	0
Rv2172c	.	0	0	0	0
Rv2173	idsA2	0	0	0	0
Rv2174	mptA	0	0	0	0
Rv2175c	.	0	0	0	0
Rv2176	pknL	0	0	0	0
Rv2177c	.	0	0	0	0
Rv2178c	aroG	0	0	0	0
Rv2179c	.	0	0	0	0
Rv2180c	.	0	0	0	0
Rv2181	.	0	0	0	0
Rv2182c	.	0	0	0	0
Rv2183c	.	0	0	0	0
Rv2184c	.	0	0	0	0
Rv2185c	TB16.3	0	0	0	0
Rv2186c	.	0	0	0	0
Rv2187	fadD15	0	0	0	0
Rv2188c	pimB	0	0	0	0
Rv2189c	.	0	0	0	0
Rv2190c	.	0	1	0	1
Rv2191	.	0	0	0	0
Rv2192c	trpD	0	0	0	0
Rv2193	ctaE	0	0	0	0
Rv2194	qcrC	0	0	0	0
Rv2195	qcrA	0	0	0	0
Rv2196	qcrB	0	0	0	0
Rv2197c	.	0	0	0	0
Rv2198c	mmpS3	0	0	0	0
Rv2199c	.	0	0	0	0
Rv2200c	ctaC	0	0	0	0
Rv2201	asnB	0	0	0	0
Rv2202c	adoK	1	0	0	0
Rv2203	.	0	0	0	0
Rv2204c	.	1	0	0	0
Rv2205c	.	0	0	0	0
Rv2206	.	0	0	0	0
Rv2207	cobT	1	0	0	0
Rv2208	cobS	1	0	0	0
Rv2209	.	1	0	0	0
Rv2210c	ilvE	0	0	0	0
Rv2211c	gcvT	0	0	0	0
Rv2212	.	0	0	0	0
Rv2213	pepB	0	0	0	0
Rv2214c	ephD	0	1	0	0
Rv2215	dlaT	0	1	0	0
Rv2216	.	0	1	0	0
Rv2217	lipB	0	0	0	0
Rv2218	lipA	0	0	0	0
Rv2219A	.	0	0	0	0
Rv2219	.	0	0	0	0
Rv2220	glnA1	0	0	0	0
Rv2221c	glnE	1	0	1	0
Rv2222c	glnA2	0	0	0	0
Rv2223c	.	0	0	0	0
Rv2224d	.	0	0	0	0
Rv2224c	caeA	0	0	0	0
Rv2225	panB	0	0	0	0
Rv2226	.	0	0	0	0
Rv2227	.	0	0	0	0
Rv2228c	.	0	0	0	1
Rv2229c	.	0	0	0	0
Rv2230c	.	0	0	0	0
Rv2231c	cobC	0	0	0	0
Rv2231B	vapB16	0	0	0	0
Rv2232	ptkA	0	0	0	0
Rv2234	ptpA	0	0	0	0
Rv2235	.	0	1	0	0
Rv2236c	cobD	0	0	0	0
Rv2237	.	0	0	0	0
Rv2237A	.	0	0	0	0
Rv2238c	ahpE	0	0	0	0
Rv2239c	.	0	0	0	0
Rv2240c	.	0	0	0	0
Rv2241	aceE	0	1	0	1
Rv2242	.	0	0	0	0
Rv2243	fabD	1	0	0	0
Rv2244	acpM	0	0	0	0
Rv2245	kasA	1	0	0	0
Rv2246	kasB	0	0	0	0
Rv2247	accD6	1	0	0	0
Rv2248	.	0	0	0	0
Rv2249c	glpD1	0	0	0	0
Rv2250c	.	0	0	0	0
Rv2251	.	0	0	0	0
Rv2252	.	0	0	0	0
Rv2253	.	0	0	0	0
Rv2254c	.	0	0	0	0
Rv2256c	.	1	0	0	0
Rv2256a	.	0	0	0	0
Rv2257c	.	0	0	0	0
Rv2258c	.	0	0	0	0
Rv2259	mscR	0	0	0	0
Rv2260	.	0	0	0	0
Rv2263	.	0	0	0	0
Rv2264c	.	0	0	0	0
Rv2265	.	0	0	0	0
Rv2266	cyp124	0	0	0	0
Rv2267c	.	0	0	0	0
Rv2268c	cyp128	0	0	0	0
Rv2270	lppN	0	0	0	0
Rv2271	.	0	0	0	0
Rv2272	.	0	0	0	0
Rv2273	.	0	0	0	0
Rv2274A	mazE8	0	0	0	0
Rv2274c	mazF8	0	0	0	0
Rv2275	.	0	0	0	0
Rv2276	cyp121	0	0	0	0
Rv2280	.	0	1	0	0
Rv2281	pitB	0	1	0	0
Rv2282c	.	0	0	0	0
Rv2284	lipM	0	1	0	1
Rv2285	.	0	0	0	0
Rv2286c	.	0	0	0	0
Rv2287	yjcE	0	0	0	0
Rv2288	.	0	0	0	0
Rv2289	cdh	0	0	0	0
Rv2290	lppO	0	1	0	1
Rv2291	sseB	0	1	0	0
Rv2292c	.	0	0	0	0
Rv2293c	.	0	0	0	0
Rv2294	.	0	0	0	0
Rv2295	.	0	1	0	0
Rv2296	.	0	1	0	0
Rv2297	.	0	0	0	0
Rv2298	.	0	0	0	0
Rv2299c	htpG	0	1	0	0
Rv2300c	.	0	0	0	0
Rv2301	cut2	0	1	0	0
Rv2302	.	0	0	0	0
Rv2303c	.	0	0	0	0
Rv2304c	.	0	0	0	0
Rv2305	.	0	0	0	0
Rv2307B	.	0	0	0	0
Rv2307A	.	0	0	0	0
Rv2307D	.	0	0	0	0
Rv2307c	.	0	0	0	0
Rv2308	.	0	0	0	0
Rv2308a	.	0	0	0	0
Rv2309A	.	0	0	0	0
Rv2310	.	0	0	0	0
Rv2311	.	0	0	0	0
Rv2312	.	0	0	0	0
Rv2313c	.	0	0	0	0
Rv2314c	.	0	0	0	0
Rv2315c	.	0	0	0	0
Rv2316	uspA	0	0	0	0
Rv2317	uspB	0	0	0	0
Rv2318	uspC	0	0	0	0
Rv2319c	.	0	0	0	0
Rv2320c	rocE	0	0	0	0
Rv2323c	.	0	0	0	0
Rv2324	.	0	0	0	0
Rv2325c	.	0	0	0	0
Rv2326c	.	0	0	0	0
Rv2327	.	0	0	0	0
Rv2328	PE23	0	0	0	0
Rv2329c	narK1	0	0	0	0
Rv2330c	lppP	0	0	0	0
Rv2331A	.	0	0	0	0
Rv2331	.	0	0	0	0
Rv2332	mez	0	0	0	0
Rv2333c	stp	1	0	0	0
Rv2334	cysK1	0	0	0	0
Rv2335	cysE	0	0	0	0
Rv2336	.	0	0	0	0
Rv2337c	.	1	0	0	0
