"C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C5_Fe_YES_1" "C5_Fe_YES_2" "C6_Fe_YES_1" "C6_Fe_YES_2"
"Rv2781c" 140.013024 194.236763 5.415784 6.136036 164.577273 154.84895 9.578482 13.18318
"Rv2782c" 325.550534 410.680411 4.083594 6.131894 365.561616 430.533213 12.913571 17.365373
"Rv2783c" 835.014747 875.02825 20.688972 32.868278 884.846475 935.614153 80.204492 72.961691
"Rv2784c" 127.832455 134.662134 33.176358 60.019254 109.838579 98.35125 80.16314 62.80214
"Rv2785c" 753.347673 667.086589 171.694994 173.071556 713.069194 635.233175 318.112958 222.241449
"Rv2786c" 105.151388 98.046129 6.540472 5.274225 106.464163 89.036139 7.465158 8.406443
"Rv2787" 14.957267 12.423559 0.601173 1.288969 14.531524 11.006319 1.356558 1.186624
"Rv2788" 78.182744 86.51224 8.048892 5.135692 73.10364 72.452313 11.942453 13.090285
"Rv2789c" 343.798783 327.939397 3.071687 3.370202 358.907705 335.717701 7.13926 6.539102
"Rv2790c" 452.513132 508.858098 4.208211 3.965754 504.004988 547.669819 8.999854 10.02825
"Rv2791c" 472.568342 568.947147 6.367206 7.897305 541.394489 611.591791 11.023512 11.74127
"Rv2792c" 581.020427 644.451246 9.24071 11.72032 595.597402 670.14959 17.621275 19.847744
"Rv2793c" 177.236108 223.207229 6.840102 9.527463 198.257523 212.433996 17.912016 16.680641
"Rv2794c" 141.208407 134.310442 3.100787 2.865676 152.510388 140.170092 3.748385 3.966978
"Rv2795c" 214.418173 219.076657 9.167425 9.489003 234.4743 230.19087 13.411146 12.881257
"Rv2796c" 38.308106 46.835231 0.268609 0.278032 44.141756 50.24046 0.757652 0.962203
"Rv2797c" 25.743502 41.036317 0.672716 1.206943 28.388251 35.639107 1.619196 1.652421
"Rv2798c" 92.625276 103.655794 4.632892 3.836325 105.836222 90.091893 7.056593 5.452905
"Rv2799" 71.581206 90.257984 3.005865 3.858019 77.180861 76.865753 3.391396 6.152864
"Rv2800" 33.898606 52.738053 2.984004 4.846848 45.041832 53.200274 5.024199 5.873188
"Rv2801A" 7.284383 11.890475 2.295388 2.715321 13.039405 16.550042 0.739941 1.342443
"Rv2801c" 39.215691 37.650692 4.667931 4.17281 40.464421 32.756485 3.59089 5.646158
"Rv2802c" 38.811529 54.074183 2.249216 3.229321 44.454951 44.804848 3.929342 5.198109
"Rv2803" 24.880838 29.095338 1.13298 1.340255 28.765501 31.234149 1.278295 1.325232
"Rv2804c" 1.068376 0.37105 0.120235 0 0 0.118987 0 0.246115
"Rv2805" 19.610639 18.325762 0.748126 1.548739 22.767216 14.066935 1.055101 1.148535
"Rv2806" 10.867389 5.47879 1.183559 0 8.964591 7.808537 0.445121 0.807563
"Rv2807" 4.02098 3.440648 0.327913 0 3.938433 2.920596 0.221982 0.201366
"Rv2808" 139.57217 152.669938 3.523153 1.519475 148.436951 163.289224 8.281316 5.709285
"Rv2809" 148.206379 176.819737 4.612846 4.020764 144.221554 160.495472 9.313296 14.411901
"Rv2811" 23.872682 25.141856 0.124381 0.643718 26.445859 21.417702 1.122669 0.891104
"Rv2812" 3.055101 7.128902 0 0 4.316083 6.48607 0.303061 0.494847
"Rv2813" 6.374776 7.260126 0 0 6.880572 7.37633 0 0.095358
"Rv2816c" 15.154073 13.841152 0.221485 0 11.862918 11.616911 0.499785 0.226684
"Rv2817c" 14.891084 11.550172 1.117224 0.53966 11.605236 9.43474 0.504208 0.304921
"Rv2818c" 45.106118 40.943898 1.582199 0.887088 42.211488 37.187394 2.454556 2.361543
"Rv2819c" 45.28949 39.789223 2.954701 1.807205 43.923772 35.155031 3.788262 2.611694
"Rv2820c" 40.132864 31.566828 2.083273 0.948794 34.421325 29.028172 1.880378 1.364596
"Rv2821c" 68.633028 52.27582 3.409183 2.426031 59.655869 51.450682 4.207048 3.489219
"Rv2822c" 24.230772 21.973598 1.413959 0.627239 30.489855 21.988841 1.823215 1.65389
"Rv2823c" 30.357712 27.416494 2.213207 1.419677 28.155457 23.660832 2.250882 1.467572
"Rv2824c" 37.179492 38.589231 2.88563 4.065439 33.760528 35.299546 3.888801 5.086368
"Rv2825c" 73.020546 116.610286 6.429211 7.138718 80.539025 89.537893 15.298965 19.142244
"Rv2826c" 77.118654 81.024178 8.559073 9.479462 72.237674 71.319737 12.071071 17.52002
"Rv2827c" 87.242301 103.323718 14.927774 24.280797 90.268933 100.877859 33.97354 30.731061
"Rv2828A" 9.722223 16.017004 0 2.323108 12.749641 7.218559 3.165303 1.148535
"Rv2828c" 14.423079 26.009199 1.526054 2.871974 17.563281 24.300854 3.600097 5.537578
"Rv2829c" 107.041509 116.880843 13.684716 13.765746 107.92703 80.874986 38.273588 41.031618
"Rv2830c" 67.93092 84.143385 7.364369 8.711655 60.617712 62.121251 11.474224 8.972927
"Rv2831" 52.320519 90.309931 1.211965 3.240736 66.717049 88.854906 5.697546 6.202087
"Rv2832c" 26.289157 34.319583 0.209828 0.289584 28.323425 26.440875 0.23674 0.859015
"Rv2833c" 23.360033 25.631764 0.173336 0.119611 22.741166 24.701423 0.456325 0.473081
"Rv2834c" 28.85777 29.784853 0.182966 0.284076 29.547886 28.699203 0.309649 0.749044
"Rv2835c" 47.676288 48.251795 0.830568 0.945673 46.373223 44.138784 1.686773 0.76506
"Rv2836c" 194.376481 299.374341 0.918155 2.01952 198.850931 232.94996 3.819945 4.0525
"Rv2837c" 495.720217 585.849329 9.964843 10.314393 496.149649 590.056629 20.287996 22.928091
"Rv2838c" 539.43708 826.212046 7.684559 13.067483 645.673286 611.238709 21.985094 20.083751
"Rv2839c" 413.632341 604.273526 19.728615 30.514966 487.132501 652.970504 43.664319 51.024383
"Rv2840c" 1876.987414 2137.555817 105.036938 133.549679 1786.975988 2260.352871 205.396516 200.275724
"Rv2841c" 322.612772 323.54946 27.280814 22.455043 318.956915 314.495566 58.039652 58.738635
"Rv2842c" 512.489613 428.563091 52.145219 43.605623 468.720052 434.018866 76.483356 77.666533
"Rv2843" 46.597639 50.626959 3.884502 2.153981 53.477938 43.659162 5.791461 6.105534
"Rv2844" 103.6456 114.012601 4.4922 3.848093 119.423125 120.797591 9.262881 11.890504
"Rv2845c" 185.413666 206.963963 97.359083 145.199239 172.324001 170.068064 49.303803 38.164643
"Rv2846c" 1738.338621 1665.717099 769.032665 815.007363 1550.331619 1413.830504 557.68348 451.043171
"Rv2847c" 74.215305 100.519444 6.654363 7.145274 79.135701 85.978533 10.946023 11.075155
"Rv2848c" 95.622003 126.748512 1.653882 1.883087 99.544431 115.389038 3.794217 5.585941
"Rv2849c" 130.947995 162.865213 1.942251 2.387329 141.463219 151.245358 5.204489 7.951394
"Rv2850c" 129.309133 176.650861 4.488758 5.890738 143.140737 161.426013 9.043723 11.485346
"Rv2851c" 208.639582 209.938839 11.740104 10.653744 208.037246 227.432349 18.145049 16.295292
"Rv2852c" 432.322539 359.199595 11.449059 10.739672 419.184075 404.147122 28.19939 26.940577
"Rv2853" 10.27098 22.073276 0.614836 0.339415 12.507185 20.281915 0.601202 1.803908
"Rv2854" 24.44026 26.16065 1.528053 0.903803 26.690788 25.923443 2.380819 1.787345
"Rv2855" 53.163329 45.56659 2.470037 1.704454 56.037047 49.920318 2.786843 2.865095
"Rv2856" 97.803683 89.410189 1.69231 0.770736 93.113639 78.847384 3.665981 2.701982
"Rv2857c" 161.988932 138.767796 1.852263 1.412701 151.740416 128.409736 5.609553 4.090823
"Rv2858c" 138.40392 146.101054 1.328909 0.802389 149.409853 137.759035 3.998278 4.193663
"Rv2859c" 91.123155 100.931084 0.735415 1.01495 98.208485 114.585861 1.936059 3.428878
"Rv2860c" 156.806368 151.290087 2.921858 2.910226 149.920624 145.450201 6.77983 6.432295
"Rv2861c" 429.263098 397.231397 11.565222 11.239863 403.218534 362.927702 28.587335 24.396321
"Rv2862c" 34.861937 33.365984 5.956237 2.814535 32.679711 29.215942 4.090545 3.313081
"Rv2862A" 0 0.2347 0 0 0 0 0 0
"Rv2863" 0.706643 0 0 0 0.484027 1.180503 0 0
"Rv2864c" 86.214776 93.046698 1.71394 0.822126 100.552689 101.893653 4.197695 4.877469
"Rv2865" 42.007643 28.184033 6.178011 5.838663 37.27526 31.898705 4.848975 3.848813
"Rv2866" 9.943183 13.060549 1.721541 5.0488 9.779554 11.925766 2.589793 3.230254
"Rv2867c" 734.874136 717.689387 175.504533 155.892782 715.082295 607.937086 178.323179 186.062608
"Rv2868c" 555.172882 589.224044 48.48119 39.606599 563.488587 543.023385 79.44258 83.786784
"Rv2869c" 266.460939 248.047122 32.29412 26.715743 259.445071 252.217679 45.087984 50.025063
"Rv2870c" 94.404199 120.362801 16.649877 14.07753 110.519984 115.581439 24.152639 29.025467
"Rv2871" 17.740014 10.41961 4.403941 1.82337 12.389601 7.554306 3.643779 1.802932
"Rv2872" 35.927759 25.008288 6.824125 3.178577 29.489698 25.662652 6.159509 6.460507
"Rv2873" 31.166613 23.35854 2.056501 2.010382 27.444282 24.987319 8.507647 3.741832
"Rv2874" 4.996501 4.98199 0.507887 0.450603 4.06277 3.697836 1.473503 1.410915
"Rv2875" 14.224823 13.455355 1.301508 1.212447 13.202638 10.690451 0.881064 1.998095
"Rv2876" 90.170951 87.382345 8.89736 10.951795 90.353321 85.194859 25.774611 21.658081
"Rv2877c" 91.145845 101.864901 14.378053 15.699129 81.392796 72.445873 44.017496 46.210573
"Rv2878c" 343.114543 340.678549 29.022142 37.70044 307.710695 307.028091 108.384343 89.407479
"Rv2881c" 463.041902 405.212304 15.215354 8.087367 454.595294 403.948091 27.559789 27.020493
"Rv2882c" 292.149196 301.104322 8.959416 6.885018 309.781018 333.567274 23.127134 20.562475
"Rv2883c" 385.178165 421.87144 9.733495 3.291809 431.473495 363.079096 20.985234 21.008978
"Rv2884" 39.196316 38.190315 7.784358 6.817817 36.526533 30.024288 10.584373 9.192817
"Rv2885c" 113.59087 111.260759 6.462935 4.592044 125.432048 108.784271 2.595411 3.139162
"Rv2886c" 86.256941 89.371726 4.435681 4.41469 81.338955 82.137369 1.828604 2.793733
"Rv2887" 73.878214 58.162134 3.426686 5.973707 69.521319 54.972102 12.819477 9.04471
"Rv2888c" 257.870853 302.558638 17.152454 20.125027 285.440364 297.053887 37.562932 44.214948
"Rv2889c" 270.550562 314.403738 15.78079 20.081647 309.768057 281.015473 45.87362 44.368483
"Rv2890c" 255.442073 314.117266 30.246514 40.745139 303.302001 333.337776 72.505223 69.450453
"Rv2891" 2.24359 2.883061 0 0.418159 2.458859 2.898529 0 0.310104
"Rv2892c" 18.266882 21.813947 4.444858 5.81487 22.294058 24.00982 5.85078 6.950179
"Rv2893" 5.712208 7.768154 0.929421 0.56118 7.039679 7.434877 0.961242 0.63416
"Rv2894c" 104.976001 153.625991 2.280034 4.370396 124.313566 119.671708 5.335494 5.444976
"Rv2895c" 93.219586 112.353768 6.312316 7.177913 99.782934 104.700386 13.742319 14.28591
"Rv2896c" 20.307366 31.068327 2.071734 1.541293 24.536053 22.808937 1.899182 2.319156
"Rv2897c" 20.076569 25.123197 0.250489 0.414841 19.230166 25.383943 0.395663 1.025477
"Rv2898c" 101.048512 128.357515 2.348769 0.60779 108.806112 104.98548 2.208351 2.804561
"Rv2899c" 158.266242 145.995566 5.378002 3.302252 145.282781 127.823216 10.59291 8.86279
"Rv2900c" 261.493294 253.04203 14.146062 9.750353 256.577764 245.035901 29.035568 28.923194
"Rv2901c" 570.135818 621.072715 22.278762 26.391192 589.202148 602.880313 60.606244 57.511182
"Rv2902c" 519.920239 631.230062 12.672272 17.554808 537.392203 550.94681 30.422743 30.132781
"Rv2903c" 1037.223076 944.819832 49.728211 72.203382 1053.072477 966.62808 130.17443 106.346519
"Rv2904c" 917.31343 968.880672 89.036878 108.895694 940.585574 909.406897 201.913016 148.25164
"Rv2905" 426.49578 434.932788 21.321601 16.676598 412.281751 362.117813 30.206035 23.626998
"Rv2906c" 20.979024 25.973521 0.765129 0.339415 20.579198 26.393532 1.233235 1.566184
"Rv2907c" 39.674784 43.032401 0.427954 2.067172 46.306201 46.868869 3.701795 4.234005
"Rv2908c" 63.706877 69.022226 0.311719 0.645308 80.444162 91.928655 2.813603 4.785561
"Rv2909c" 388.9807 444.69695 6.660849 9.459896 461.978931 453.604152 16.778048 14.585685
"Rv2910c" 10.611574 14.34686 3.582666 2.472227 13.983378 12.662493 2.309816 1.920691
"Rv2911" 53.554187 60.174955 1.642932 2.058576 59.646986 66.832521 3.121943 3.009003
"Rv2912c" 28.044875 27.232441 5.024088 8.667208 32.722065 27.282073 6.249859 6.856048
"Rv2913c" 29.767894 23.71357 3.465585 15.330805 28.023764 24.497372 7.820161 6.207154
"Rv2914c" 43.302053 43.215329 1.464974 1.204171 39.442453 37.011933 2.13901 1.322971
"Rv2915c" 45.113697 46.416292 2.450063 1.268004 52.41369 51.052258 3.225026 1.880687
"Rv2916c" 77.928498 104.47429 7.20036 7.651682 103.582174 101.516921 9.315379 9.236315
"Rv2917" 8.695253 6.710862 0.28189 0.416826 10.163547 9.684081 0.136305 0.453369
"Rv2918c" 134.365806 146.089014 7.802616 5.394981 123.70281 125.801422 12.14866 11.755089
"Rv2919c" 257.715031 329.955654 23.238261 18.040065 237.725998 261.150652 31.765077 31.559292
"Rv2920c" 38.72305 42.016788 2.799605 3.663269 31.936021 34.449044 7.092133 5.406282
"Rv2921c" 144.905152 180.110708 5.969093 6.610973 153.557603 135.096923 17.914268 20.588094
"Rv2922A" 12.172669 14.920959 0.537218 0.556063 15.040895 13.291127 0.909183 0
"Rv2922c" 46.453104 55.274495 2.13551 2.448799 53.010233 53.082513 3.330655 3.171327
"Rv2923c" 46.009853 51.100079 1.829657 1.515071 49.592935 53.777056 1.651462 3.370699
"Rv2924c" 49.281615 51.252921 3.134391 2.613497 51.508863 46.958927 8.153384 8.287271
"Rv2925c" 375.545318 371.092635 54.794046 34.376699 349.018582 341.527919 91.491706 93.181424
"Rv2926c" 282.390321 276.842766 68.100178 43.474512 260.170168 233.174933 95.324319 93.925836
"Rv2927c" 665.963185 589.947345 48.548381 26.666165 640.619471 528.593527 83.147107 77.526087
"Rv2928" 155.852437 135.691818 2.505652 2.493795 146.718194 165.469459 3.588149 6.312557
"Rv2929" 83.918896 80.542889 0.971126 1.256489 70.140537 72.55933 1.643523 1.987848
"Rv2930" 416.255101 379.295681 127.456901 167.729203 416.686828 382.853647 178.243419 127.749893
"Rv2931" 204.83965 208.563081 13.815127 17.669298 213.343487 207.606414 15.829888 13.94671
"Rv2932" 148.581348 150.765402 1.492971 1.647233 156.707677 160.493598 1.980628 2.535508
"Rv2933" 286.152535 293.688258 1.741726 1.946094 304.493048 317.267036 2.368555 2.33747
"Rv2934" 184.727973 223.91505 1.436501 1.715643 204.826476 241.753678 1.807755 2.304295
"Rv2935" 289.768165 268.143022 8.325983 11.268401 296.169519 273.383756 26.536251 23.290801
"Rv2936" 553.193613 484.480482 7.453096 7.478379 540.591077 493.27376 13.12838 15.956674
"Rv2937" 213.992069 173.306078 1.915461 1.441929 195.790204 171.637032 5.894013 6.415952
"Rv2938" 209.455733 184.533894 2.187662 1.509601 189.370631 172.92668 4.936502 3.638408
"Rv2939" 267.851764 227.636725 2.327946 2.162468 249.22835 237.349994 4.377547 5.070658
"Rv2940c" 645.924469 700.408821 30.413886 44.040883 715.789617 762.976899 84.842711 78.394829
"Rv2941" 754.865711 634.428948 46.978407 31.982721 674.352387 613.113974 88.356084 68.541423
"Rv2942" 750.445541 857.422297 14.118752 11.861472 752.030055 786.083147 32.416003 34.231569
"Rv2943" 39.289922 59.240331 0.42692 1.388815 42.168843 43.637274 1.651462 1.435668
"Rv2943A" 2.028104 2.311203 0.142651 0.442966 2.546841 1.694056 0.160948 0.146
"Rv2944" 22.905271 22.006853 0.739518 0.546757 18.0042 22.582682 2.622301 1.621885
"Rv2945c" 359.549683 330.912643 1.942251 2.233758 341.15797 350.356382 4.260985 4.417441
"Rv2946c" 502.608565 733.776053 2.217313 2.82846 543.498634 709.565684 5.514322 7.463344
"Rv2947c" 435.626634 516.517689 2.235347 2.524101 468.230465 509.198322 4.52823 7.539425
"Rv2948c" 696.402717 627.337783 9.584706 7.144545 650.152348 605.747824 18.238602 18.228513
"Rv2949c" 947.355888 922.092451 24.870525 20.254599 934.571435 928.653708 41.734521 36.824891
"Rv2950c" 795.316477 825.235307 41.824184 39.160297 809.638909 782.022478 95.387939 73.733144
"Rv2951c" 376.652954 324.02307 4.031951 4.104969 362.016609 322.414908 11.484581 9.741498
"Rv2952" 240.751284 217.803785 2.60878 3.086048 251.178676 220.736685 7.463574 8.677582
"Rv2953" 195.765278 184.387201 2.591213 1.808864 198.449702 167.814595 8.158776 6.352575
"Rv2954c" 347.663743 321.019836 17.841422 15.659381 338.685852 303.874709 35.079929 29.579512
"Rv2955c" 87.6533 103.994912 1.489863 2.516099 90.043631 91.490835 6.63534 4.494266
"Rv2956" 174.797731 151.609782 7.657564 6.533742 165.687479 147.670959 15.761653 12.497375
"Rv2957" 144.695299 126.832654 3.567831 3.97706 139.647172 124.393392 9.908775 7.115921
"Rv2958c" 35.562732 29.37914 1.883395 2.193144 33.768716 33.782389 1.992149 2.108324
"Rv2959c" 121.938206 108.962087 3.695014 4.462067 143.933227 124.327148 11.34877 8.088765
"Rv2960c" 67.037389 68.297842 2.129456 1.889275 71.099546 78.574581 2.059354 6.226995
"Rv2961" 2.761342 4.045875 1.553801 2.412458 5.359052 2.883152 1.533955 1.391494
"Rv2962c" 24.629633 26.796015 11.558552 23.347237 24.861799 27.93027 11.585009 9.475411
"Rv2963" 34.067288 29.962083 35.857677 36.794437 29.8547 28.179802 3.63971 2.603251
"Rv2964" 32.030674 25.55594 7.144486 5.630363 30.175712 24.826629 4.580021 3.905387
"Rv2965c" 101.79251 100.527145 1.402737 1.290616 108.01779 96.401693 5.451355 2.711818
"Rv2966c" 61.372277 95.236242 0.801564 0.691401 72.638259 75.755205 2.863846 1.367303
"Rv2967c" 101.95605 116.172788 2.909933 2.896162 111.462475 121.879635 5.076271 5.887767
"Rv2968c" 161.410884 140.146224 8.017539 4.830634 146.152576 143.410631 11.206073 12.859777
"Rv2969c" 547.926751 486.014287 26.136933 17.048982 572.373137 493.109122 46.737678 34.624281
"Rv2970A" 253.092699 222.141953 31.007868 20.632868 238.696282 188.062453 44.980622 30.829087
"Rv2970c" 241.557876 243.992635 8.50572 7.833558 260.723873 243.311533 18.513245 20.15267
"Rv2971" 274.146088 245.119365 11.777042 9.050271 271.517148 259.673869 22.749917 16.71057
"Rv2972c" 42.797894 34.131171 0.530447 0.768675 35.643128 30.446733 0.957571 1.0858
"Rv2973c" 51.225599 50.838415 0.513196 0.602025 52.447891 53.902184 0.849228 1.260587
"Rv2974c" 34.916167 56.372466 0.857724 1.442695 45.461924 51.725342 1.451604 1.645989
"Rv2975a" 365.187422 317.376443 40.398822 32.970265 362.208887 338.674277 71.438455 58.045173
"Rv2975c" 48.567125 51.3359 3.267552 2.152291 53.516349 56.735912 2.010898 3.648286
"Rv2976c" 132.352131 150.80021 9.856072 6.075233 144.062553 129.649115 4.498062 7.820614
"Rv2977c" 95.520509 162.081768 4.686989 4.851401 119.323386 149.998726 2.558778 5.725479
"Rv2978c" 175.292664 172.272199 13.228419 10.965323 189.180714 196.910937 10.590003 8.314392
"Rv2979c" 192.028295 190.705581 18.904577 14.742802 206.796371 185.29058 9.349818 7.81887
"Rv2980" 21.572981 32.538257 1.803519 1.866783 31.523837 33.499483 4.695779 5.537578
"Rv2981c" 176.847684 214.594061 2.835479 5.450608 201.836845 223.349217 5.941291 7.946078
"Rv2982c" 148.679697 158.574159 3.467063 2.496474 153.953951 152.758296 8.078609 8.485442
"Rv2983" 34.332145 40.409966 0.587192 0.729348 32.689486 30.333443 1.19251 0.721173
"Rv2984" 140.262122 125.532857 5.879035 4.326515 139.517375 122.784255 12.460984 10.399417
"Rv2985" 54.043709 50.721875 2.064405 1.068411 49.486476 46.595849 3.404194 2.844248
"Rv2986c" 3125.164374 2873.637843 16.441381 19.935509 3760.434533 3395.369873 56.710453 57.814027
"Rv2987c" 562.363168 558.463324 4.187064 6.435243 607.713045 599.821219 10.163963 8.830442
"Rv2988c" 474.940555 634.378584 3.51572 6.94727 528.602872 557.891975 13.402454 13.139091
"Rv2989" 348.044093 478.678666 2.26596 5.025955 379.599538 396.486817 11.200303 12.589706
"Rv2990c" 204.50284 200.63866 8.005864 6.920758 322.921619 287.3977 69.581523 61.498626
"Rv2991" 73.190284 82.19669 4.002932 5.418225 75.714874 60.487595 6.427109 5.515067
"Rv2992c" 194.429237 197.657963 1.748422 1.596841 204.445887 175.318358 5.279803 4.105251
"Rv2993c" 272.689671 226.700135 4.103005 3.049079 253.39911 228.529854 10.4455 7.860284
"Rv2994" 106.746593 119.370457 2.94386 2.812732 114.948915 119.614184 4.34342 6.083886
"Rv2995c" 211.376805 227.229769 26.373118 10.004186 212.322864 229.779529 31.446394 32.436731
"Rv2996c" 151.622577 205.001781 10.452909 6.669604 176.899974 208.637028 23.425636 27.796058
"Rv2997" 14.972815 19.075148 0.367453 0.434677 17.849308 16.415785 0.947617 1.343141
"Rv2998" 28.554782 29.093716 0.819781 0.509123 25.679645 28.719191 2.219823 0.839027
"Rv2999" 28.079714 25.408879 0.392069 0.405822 29.46304 27.703332 0.619298 0.802547
"Rv3000" 8.464453 9.74007 0 0.237591 8.661891 7.269038 0.647448 0.117464
"Rv3001c" 481.834468 420.689382 20.789065 18.153629 480.54503 441.317947 30.53475 27.234713
"Rv3002c" 209.888511 227.998331 8.36662 9.278686 232.912657 232.72213 17.362343 18.655192
"Rv3003c" 200.509532 227.719381 11.462105 14.439675 214.107457 235.502453 28.349661 27.804186
"Rv3004" 90.934888 105.158281 8.714348 4.163092 78.154008 77.836604 13.865708 14.178812
"Rv3005c" 618.109052 595.466152 34.627562 20.441277 600.078755 510.722951 58.196358 51.960937
"Rv3006" 379.310688 356.215724 17.958033 16.98074 377.101793 353.831126 29.858795 27.984015
"Rv3007c" 33.599129 26.797071 23.401757 14.406103 28.686692 27.303217 9.727517 9.076225
"Rv3008" 78.633516 64.247002 10.439599 6.785039 70.042025 60.426065 19.037472 15.902787
"Rv3009c" 221.675493 196.864008 15.644642 11.581377 194.418629 179.369754 22.287457 21.332342
"Rv3010c" 228.076579 211.336873 40.296064 25.223282 205.262333 199.825914 34.781528 34.180591
"Rv3011c" 39.296819 54.150855 0.153026 0.475181 45.824196 54.467307 1.78408 1.983833
"Rv3012c" 30.064106 27.077395 1.262463 1.568098 29.301407 36.481486 2.848773 1.550522
"Rv3013" 18.030678 24.995066 0.230587 1.670728 17.215758 18.711965 2.211376 2.950003
"Rv3014c" 46.914375 57.22995 1.058134 1.39739 55.87509 56.329794 2.058362 2.464702
"Rv3015c" 34.317634 45.818674 0.821722 0.30929 38.798569 35.780658 2.10708 1.834937
"Rv3016" 55.341887 49.071402 18.756596 11.822961 50.83594 44.7392 14.37952 16.612733
"Rv3017c" 25.588052 28.656736 1.043358 0.215991 22.691952 23.335265 0.235436 1.494993
"Rv3018c" 5.467139 7.165109 0 0.06008 6.547537 7.180264 0.589401 0.237628
"Rv3019c" 28.218349 25.705752 0.780905 0.808298 27.250245 24.987319 1.46844 1.864889
"Rv3020c" 14.652016 19.281364 0.515291 0.533367 15.472414 17.848085 0.290691 1.054777
"Rv3022A" 2.350428 6.678905 0.721408 0.746713 3.512656 4.997464 0.271312 0
"Rv3023c" 0.323595 0.468273 0 0 0.394048 1.38151 0.342401 0.06212
"Rv3024c" 117.422674 132.708457 5.900643 4.971325 125.726999 117.60336 9.831362 10.814327
"Rv3025c" 224.359002 240.634121 10.702099 13.598142 233.456416 226.53478 23.209545 22.496995
"Rv3026c" 15.66835 20.054964 0.413922 0.342754 14.84721 15.975499 0.37361 1.186191
"Rv3027c" 45.19004 53.466769 1.611655 2.780316 41.852924 54.316406 2.323467 2.199322
"Rv3028c" 352.574194 520.28463 5.778045 10.896397 478.989386 489.798449 16.521096 20.414393
"Rv3029c" 694.840671 728.280009 17.116542 24.275175 768.201669 822.241888 39.263984 38.908223
"Rv3030" 130.291392 129.985665 3.029912 3.421305 134.492152 130.842688 2.900569 2.913101
"Rv3031" 85.741752 99.285877 1.054049 1.884495 92.343308 98.384605 1.837918 2.942166
"Rv3032A" 49.876732 41.657531 1.165351 0.603115 34.045744 36.519928 0.657409 0.198785
"Rv3032" 64.063956 77.216461 0.243366 1.51142 60.878986 75.202798 1.098322 1.556749
"Rv3033" 20.719493 17.776959 1.793664 2.427838 18.139126 17.477469 2.957742 1.553346
"Rv3034c" 100.402517 102.642867 15.854189 13.718687 100.818677 95.300472 23.282329 19.746401
"Rv3035" 56.928766 71.121399 3.986726 5.64689 63.628376 81.676001 8.996124 11.310362
"Rv3036c" 124.676691 131.661827 16.943585 10.431061 119.438011 111.127813 11.495048 9.974116
"Rv3037c" 98.805455 122.144279 5.485912 4.731958 90.923 88.047238 4.364415 5.326769
"Rv3038c" 256.850016 256.805267 19.783722 19.362186 239.451414 229.075817 17.717977 19.066375
"Rv3039c" 35.369537 44.613341 0.5941 1.742331 37.204309 41.743521 2.346048 3.040239
"Rv3040c" 60.476008 67.742357 1.922089 2.351243 66.150972 74.875495 3.055777 3.66617
"Rv3041c" 69.411066 78.799874 2.805474 3.085378 78.262304 87.368855 5.341449 4.127546
"Rv3042c" 287.39841 272.531917 4.557184 4.589555 281.069606 258.893002 8.337871 10.399841
"Rv3043c" 372.498483 320.370255 11.348972 6.510976 369.685639 322.527955 19.405403 17.87332
"Rv3044" 148.700161 165.851752 5.751221 6.098159 156.183099 165.471579 17.250902 15.002733
"Rv3045" 522.297413 519.395562 10.259787 10.167782 555.841558 581.477235 26.3532 25.842029
"Rv3046c" 96.025653 75.427104 41.206799 19.026256 79.339193 48.775247 36.920095 26.668974
"Rv3047c" 90.215936 94.119837 34.020061 25.859862 81.099219 89.691324 15.893153 7.344577
"Rv3048c" 335.917202 292.981313 77.379283 60.231046 332.198195 309.304566 36.551946 31.32849
"Rv3049c" 912.948832 822.247454 110.279166 81.491314 913.563799 824.010386 86.060068 73.046802
"Rv3050c" 778.262321 657.987094 105.903795 76.182898 719.904889 641.577234 159.623542 151.808842
"Rv3051c" 1431.306984 1280.271885 266.281502 181.702036 1371.445893 1216.529585 348.502604 296.885442
"Rv3052c" 1192.965848 1075.406962 360.512669 327.639017 1060.620541 993.700995 366.378589 334.748401
"Rv3053c" 2547.035575 2148.659498 743.275206 662.194713 2250.624642 2105.18162 582.574029 496.489981
"Rv3054c" 2.910603 4.843711 1.09186 0.847621 5.427212 2.971465 0.615951 0.558747
"Rv3055" 41.041281 38.485156 3.44868 3.569654 37.882426 31.203676 5.280652 5.294464
"Rv3056" 40.733767 38.062061 1.746347 1.732289 35.54835 35.788754 2.462916 3.947053
"Rv3057c" 127.83789 113.160677 5.610948 6.624488 124.365915 98.647853 10.188319 9.601032
"Rv3058c" 202.646841 196.417269 21.758582 14.693391 183.942315 171.802211 30.325645 33.939992
"Rv3059" 98.344788 86.139364 4.71183 3.127714 92.518945 90.724748 10.574552 9.749731
"Rv3060c" 79.41669 84.585865 11.159043 15.915183 74.617115 70.381797 31.040599 26.842026
"Rv3061c" 94.870919 101.366881 10.596298 16.470097 84.913516 78.388196 29.276861 26.02099
"Rv3062" 33.963006 38.730201 4.423592 7.20255 36.342392 40.678175 9.533295 7.783131
"Rv3063" 33.609511 31.696935 0.931462 0.619802 33.097952 29.431704 2.176928 1.838563
"Rv3064c" 44.239803 36.490967 7.468092 6.625766 38.239302 33.25777 11.83645 11.465126
